title,views,date_time,video_link,thumbnail_link
Amicable Numbers | GeeksforGeeks,2.8K views,2 years ago,/watch?v=gYX-A6U-XDw,https://i.ytimg.com/vi/gYX-A6U-XDw/hqdefault.jpg
Floor and Ceil Value from a Binary Search Tree | GeeksforGeeks,3.7K views,2 years ago,/watch?v=FnA9XGfydNI,https://i.ytimg.com/vi/FnA9XGfydNI/hqdefault.jpg
"Guess the Output 38 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",2.7K views,2 years ago,/watch?v=RRco_y_rwu0,https://i.ytimg.com/vi/RRco_y_rwu0/hqdefault.jpg
Neon Number | GeeksforGeeks,2.3K views,2 years ago,/watch?v=g2Kp_2xPVHY,https://i.ytimg.com/vi/g2Kp_2xPVHY/hqdefault.jpg
Automorphic number | GeeksforGeeks,6.1K views,2 years ago,/watch?v=U7RpbcsbUIE,https://i.ytimg.com/vi/U7RpbcsbUIE/hqdefault.jpg
Palindrome Number | GeeksforGeeks,4K views,2 years ago,/watch?v=59V9QcuayIQ,https://i.ytimg.com/vi/59V9QcuayIQ/hqdefault.jpg
"Guess the Output 37 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",2.9K views,2 years ago,/watch?v=UPTz7JZnMXs,https://i.ytimg.com/vi/UPTz7JZnMXs/hqdefault.jpg
Empowering Women to Code | GeeksforGeeks,3.2K views,2 years ago,/watch?v=2o2Qxp1nedk,https://i.ytimg.com/vi/2o2Qxp1nedk/hqdefault.jpg
Armstrong Number | GeeksforGeeks,4.7K views,2 years ago,/watch?v=ivjDNztMpZU,https://i.ytimg.com/vi/ivjDNztMpZU/hqdefault.jpg
"Guess the Output 36 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",2.9K views,2 years ago,/watch?v=uMKPN6AeFUA,https://i.ytimg.com/vi/uMKPN6AeFUA/hqdefault.jpg
"Guess the Output 35 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3K views,2 years ago,/watch?v=b0-HWurpDr8,https://i.ytimg.com/vi/b0-HWurpDr8/hqdefault.jpg
Maximum of all subarrays of size 'k' using Sliding Window Technique | GeeksforGeeks,43K views,2 years ago,/watch?v=m-Dqu7csdJk,https://i.ytimg.com/vi/m-Dqu7csdJk/hqdefault.jpg
"Guess the Output 34 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3.2K views,2 years ago,/watch?v=dHuKi7u5DR4,https://i.ytimg.com/vi/dHuKi7u5DR4/hqdefault.jpg
Placement100 | GeeksforGeeks,33K views,2 years ago,/watch?v=2wEA8nuThj8,https://i.ytimg.com/vi/2wEA8nuThj8/hqdefault.jpg
Pangram Checking | GeeksforGeeks,8.1K views,2 years ago,/watch?v=Mhc4JJAaaYM,https://i.ytimg.com/vi/Mhc4JJAaaYM/hqdefault.jpg
Cracking On-Campus Interviews  | Part-2 | SDE Interview experiences | GeeksforGeeks,1.7K views,2 years ago,/watch?v=WuBzEnsszxs,https://i.ytimg.com/vi/WuBzEnsszxs/hqdefault.jpg
Cracking On-Campus Interviews  | Part-1 | SDE Interview experiences | GeeksforGeeks,3K views,2 years ago,/watch?v=IiCChMYfKpw,https://i.ytimg.com/vi/IiCChMYfKpw/hqdefault.jpg
"Guess the Output 33 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",2.9K views,2 years ago,/watch?v=KbMDQWxpzY0,https://i.ytimg.com/vi/KbMDQWxpzY0/hqdefault.jpg
Cutting a rod problem | GeeksforGeeks,27K views,2 years ago,/watch?v=oqdttaJ_C6o,https://i.ytimg.com/vi/oqdttaJ_C6o/hqdefault.jpg
"Guess the Output 32 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3.1K views,2 years ago,/watch?v=AibvkE9EIRA,https://i.ytimg.com/vi/AibvkE9EIRA/hqdefault.jpg
Minimum Cost Path Problem | GeeksforGeeks,12K views,2 years ago,/watch?v=8dzfZNUnvJ8,https://i.ytimg.com/vi/8dzfZNUnvJ8/hqdefault.jpg
"Guess the Output 31 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3.2K views,2 years ago,/watch?v=AmcEbG7OEfM,https://i.ytimg.com/vi/AmcEbG7OEfM/hqdefault.jpg
Matrix Chain Multiplication | GeeksforGeeks,34K views,2 years ago,/watch?v=gwmitwgz87s,https://i.ytimg.com/vi/gwmitwgz87s/hqdefault.jpg
Naive Algorithm for Pattern Searching | GeeksforGeeks,40K views,2 years ago,/watch?v=nK7SLhXcqRo,https://i.ytimg.com/vi/nK7SLhXcqRo/hqdefault.jpg
Strengthen Core CS Subjects | GeeksforGeeks,2.6K views,2 years ago,/shorts/iZAlSZMVLoE,https://i.ytimg.com/vi_webp/iZAlSZMVLoE/hq2.webp
"Guess the Output 30 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3.6K views,2 years ago,/watch?v=cekV8mn--a0,https://i.ytimg.com/vi/cekV8mn--a0/hqdefault.jpg
"Guess the Output 29 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3.6K views,2 years ago,/watch?v=5GaSvjtdV7k,https://i.ytimg.com/vi/5GaSvjtdV7k/hqdefault.jpg
"Guess the Output 28 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4K views,2 years ago,/watch?v=RSx2dhj7MiA,https://i.ytimg.com/vi/RSx2dhj7MiA/hqdefault.jpg
"Guess the Output 27 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",3.8K views,2 years ago,/watch?v=Tz2rcVj3P6E,https://i.ytimg.com/vi/Tz2rcVj3P6E/hqdefault.jpg
How to Become a Data Scientist in 2020 ?,21K views,2 years ago,/watch?v=AkaL_bYAdV4,https://i.ytimg.com/vi/AkaL_bYAdV4/hqdefault.jpg
"Guess the Output 26 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.2K views,2 years ago,/watch?v=3bcmtIMC9MA,https://i.ytimg.com/vi/3bcmtIMC9MA/hqdefault.jpg
DSA Self Paced (Course) | GeeksforGeeks,128K views,2 years ago,/watch?v=JjVpBd17Yxo,https://i.ytimg.com/vi/JjVpBd17Yxo/hqdefault.jpg
Data in Machine Learning | GeeksforGeeks,2.2K views,2 years ago,/watch?v=wtLMvxueXNY,https://i.ytimg.com/vi/wtLMvxueXNY/hqdefault.jpg
Longest path in a Directed Acyclic graph | Dynamic Programming | GeeksforGeeks,23K views,2 years ago,/watch?v=YxF-x3imVFA,https://i.ytimg.com/vi/YxF-x3imVFA/hqdefault.jpg
"Guess the Output 25 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.2K views,2 years ago,/watch?v=12gtFfNfI2Q,https://i.ytimg.com/vi/12gtFfNfI2Q/hqdefault.jpg
"Guess the Output 24 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.2K views,2 years ago,/watch?v=FYnuumGTZ70,https://i.ytimg.com/vi/FYnuumGTZ70/hqdefault.jpg
Overview of Machine Learning | GeeksforGeeks,6.2K views,2 years ago,/watch?v=xDqPFXbxIZo,https://i.ytimg.com/vi/xDqPFXbxIZo/hqdefault.jpg
"Guess the Output 23 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.7K views,2 years ago,/watch?v=IfU8cFWGMP8,https://i.ytimg.com/vi/IfU8cFWGMP8/hqdefault.jpg
"Guess the Output 22 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.2K views,2 years ago,/watch?v=01ovj-oC7Sk,https://i.ytimg.com/vi/01ovj-oC7Sk/hqdefault.jpg
Webinar | Live Courses | GeeksforGeeks,3.1K views,Streamed 2 years ago,/watch?v=j2dQ95pyC1I,https://i.ytimg.com/vi/j2dQ95pyC1I/hqdefault.jpg
"Guess the Output 21 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.5K views,2 years ago,/watch?v=WdpUagWj-CE,https://i.ytimg.com/vi/WdpUagWj-CE/hqdefault.jpg
"Guess the Output 20 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.7K views,2 years ago,/watch?v=HdZAUQ_0VWY,https://i.ytimg.com/vi/HdZAUQ_0VWY/hqdefault.jpg
"Guess the Output 19 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.1K views,2 years ago,/watch?v=iPXiVQbBn2M,https://i.ytimg.com/vi/iPXiVQbBn2M/hqdefault.jpg
"Guess the Output 18 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.5K views,2 years ago,/watch?v=8zUYHWqkt4E,https://i.ytimg.com/vi/8zUYHWqkt4E/hqdefault.jpg
Calculating Time Complexity | New Examples | GeeksforGeeks,300K views,2 years ago,/watch?v=KXAbAa1mieU,https://i.ytimg.com/vi/KXAbAa1mieU/hqdefault.jpg
Sliding Window Technique | GeeksforGeeks,31K views,2 years ago,/watch?v=9-3BXsfrpbY,https://i.ytimg.com/vi/9-3BXsfrpbY/hqdefault.jpg
"Sort an Array of 0s, 1s and 2s | GeeksforGeeks",11K views,2 years ago,/watch?v=LP6doGhSZ3M,https://i.ytimg.com/vi/LP6doGhSZ3M/hqdefault.jpg
Merge Two Sorted Arrays | GeeksforGeeks,15K views,2 years ago,/watch?v=mfY-P4srlpo,https://i.ytimg.com/vi/mfY-P4srlpo/hqdefault.jpg
Cycle Sort | GeeksforGeeks,10K views,2 years ago,/watch?v=gZNOM_yMdSQ,https://i.ytimg.com/vi/gZNOM_yMdSQ/hqdefault.jpg
Partition Function of Quick Sort | GeeksforGeeks,6.4K views,2 years ago,/watch?v=OwR53k9DZ9c,https://i.ytimg.com/vi/OwR53k9DZ9c/hqdefault.jpg
"Guess the Output 17 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.6K views,2 years ago,/watch?v=3sMN2MHEmCQ,https://i.ytimg.com/vi/3sMN2MHEmCQ/hqdefault.jpg
"Guess the Output 16 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.9K views,2 years ago,/watch?v=RJRZyaJwHpU,https://i.ytimg.com/vi/RJRZyaJwHpU/hqdefault.jpg
"Guess the Output 15 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.5K views,2 years ago,/watch?v=YnfdnLRUKoU,https://i.ytimg.com/vi/YnfdnLRUKoU/hqdefault.jpg
"Guess the Output 14 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.7K views,2 years ago,/watch?v=iCUcCMinIyA,https://i.ytimg.com/vi/iCUcCMinIyA/hqdefault.jpg
"Guess the Output 13 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.6K views,2 years ago,/watch?v=JH6E-kxjVLg,https://i.ytimg.com/vi/JH6E-kxjVLg/hqdefault.jpg
"Guess the Output 12 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.8K views,2 years ago,/watch?v=AJtBwsqD0Ws,https://i.ytimg.com/vi/AJtBwsqD0Ws/hqdefault.jpg
Writing base cases in Recursion |  GeeksforGeeks,8.9K views,2 years ago,/watch?v=JTANbaSiw7s,https://i.ytimg.com/vi/JTANbaSiw7s/hqdefault.jpg
"Guess the Output 11 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,2 years ago,/watch?v=Cpueo7Vpn-M,https://i.ytimg.com/vi/Cpueo7Vpn-M/hqdefault.jpg
STL Introduction (A Sample Video for C++ STL Course)| GeeksforGeeks,34K views,2 years ago,/watch?v=qK8PliD5FJY,https://i.ytimg.com/vi/qK8PliD5FJY/hqdefault.jpg
Check for BST (A Sample Video for DSA-Self Paced Course) | GeeksforGeeks,69K views,2 years ago,/watch?v=maiOCptc3D8,https://i.ytimg.com/vi/maiOCptc3D8/hqdefault.jpg
"Guess the Output 10 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.7K views,2 years ago,/watch?v=aIpu8QbkepU,https://i.ytimg.com/vi/aIpu8QbkepU/hqdefault.jpg
"Guess the Output 9 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,2 years ago,/watch?v=IJjKObUrEtw,https://i.ytimg.com/vi/IJjKObUrEtw/hqdefault.jpg
"How to crack off-campus Interviews of Tech Giants Like Amazon, Microsoft etc. | GeeksforGeeks",8K views,2 years ago,/watch?v=DiCZ9wJOCmA,https://i.ytimg.com/vi/DiCZ9wJOCmA/hqdefault.jpg
Machine Learning Foundation With Python | GeeksforGeeks,2.1K views,2 years ago,/watch?v=pnvpajr1i6U,https://i.ytimg.com/vi/pnvpajr1i6U/hqdefault.jpg
"Guess the Output 8 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.5K views,2 years ago,/watch?v=9H-XyiPuBFE,https://i.ytimg.com/vi/9H-XyiPuBFE/hqdefault.jpg
"Guess the Output 7 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.3K views,2 years ago,/watch?v=yjBeHK2pQ14,https://i.ytimg.com/vi/yjBeHK2pQ14/hqdefault.jpg
"Guess the Output 6 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.5K views,2 years ago,/watch?v=CAGJ8MK28QM,https://i.ytimg.com/vi/CAGJ8MK28QM/hqdefault.jpg
"Guess the Output 5 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.8K views,2 years ago,/watch?v=e3FoQCtdLOI,https://i.ytimg.com/vi/e3FoQCtdLOI/hqdefault.jpg
"Guess the Output 4 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.8K views,2 years ago,/watch?v=YXr9NvvD61s,https://i.ytimg.com/vi/YXr9NvvD61s/hqdefault.jpg
Java Backend | Demo Live Lecture | GeeksforGeeks,19K views,2 years ago,/watch?v=8RjmaykLkBc,https://i.ytimg.com/vi/8RjmaykLkBc/hqdefault.jpg
"Guess the Output 3 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,2 years ago,/watch?v=PJIGn34njbA,https://i.ytimg.com/vi/PJIGn34njbA/hqdefault.jpg
K stacks in a single array | GeeksforGeeks,20K views,2 years ago,/watch?v=S5cYO9k1Ja8,https://i.ytimg.com/vi/S5cYO9k1Ja8/hqdefault.jpg
Why are Data Structures necessary - by Sandeep Jain | GeeksforGeeks,41K views,2 years ago,/watch?v=V5he1JXiQbg,https://i.ytimg.com/vi/V5he1JXiQbg/hqdefault.jpg
"Guess the Output 2 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",12K views,2 years ago,/watch?v=2XZCu-IlDx4,https://i.ytimg.com/vi/2XZCu-IlDx4/hqdefault.jpg
Machine Learning Foundation | GeeksforGeeks,8.5K views,2 years ago,/watch?v=TgzmIZs7koA,https://i.ytimg.com/vi/TgzmIZs7koA/hqdefault.jpg
"Guess the Output 1 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",22K views,2 years ago,/watch?v=DWDxKHhEn6g,https://i.ytimg.com/vi/DWDxKHhEn6g/hqdefault.jpg
Webinar on Java Backend Development | GeeksforGeeks,8.6K views,Streamed 2 years ago,/watch?v=n7seySctXvA,https://i.ytimg.com/vi/n7seySctXvA/hqdefault.jpg
Design a stack with operations on middle element | GeeksforGeeks,7.7K views,2 years ago,/watch?v=GWericrOYw0,https://i.ytimg.com/vi/GWericrOYw0/hqdefault.jpg
Longest Consecutive Subsequence | GeeksforGeeks,13K views,2 years ago,/watch?v=rmscV-OsLNQ,https://i.ytimg.com/vi/rmscV-OsLNQ/hqdefault.jpg
Build original array from the given sub-sequences | GeeksforGeeks,1K views,2 years ago,/watch?v=2guKcYv69As,https://i.ytimg.com/vi/2guKcYv69As/hqdefault.jpg
Union and Intersection of Two Linked Lists | GeeksforGeeks,8.3K views,2 years ago,/watch?v=2DZL9Ogm1Cg,https://i.ytimg.com/vi/2DZL9Ogm1Cg/hqdefault.jpg
19 (3).First Normal Form | GeeksforGeeks,16K views,2 years ago,/watch?v=-JOpBzyrZ_8,https://i.ytimg.com/vi/-JOpBzyrZ_8/hqdefault.jpg
18. Minus in SQL (Top 50 SQL Interview Questions) | GeeksforGeeks,15K views,2 years ago,/watch?v=gr0sOah50JU,https://i.ytimg.com/vi/gr0sOah50JU/hqdefault.jpg
17. Intersect in SQL (Top 50 SQL Interview Questions) | GeeksforGeeks,15K views,2 years ago,/watch?v=Ulu-P55RpDA,https://i.ytimg.com/vi/Ulu-P55RpDA/hqdefault.jpg
16. Nth highest salary (Top 50 SQL Interview Questions) | GeeksforGeeks,44K views,2 years ago,/watch?v=orEkHRYo6jU,https://i.ytimg.com/vi/orEkHRYo6jU/hqdefault.jpg
15. Display 1st or last n rows (Top 50 SQL Interview Questions) | GeeksforGeeks,24K views,2 years ago,/watch?v=iej8RmXSqm8,https://i.ytimg.com/vi/iej8RmXSqm8/hqdefault.jpg
14. Cross Join (Top 50 SQL Interview Questions) | GeeksforGeeks,19K views,2 years ago,/watch?v=Ck3FXQW2AYw,https://i.ytimg.com/vi/Ck3FXQW2AYw/hqdefault.jpg
Banker's Algorithm in Operating Systems,12K views,2 years ago,/watch?v=hjGD08xfg9c,https://i.ytimg.com/vi/hjGD08xfg9c/hqdefault.jpg
13.  Full Join (Top 50 SQL Interview Questions) | GeeksforGeeks,17K views,2 years ago,/watch?v=WmqAKSBupsE,https://i.ytimg.com/vi/WmqAKSBupsE/hqdefault.jpg
12. Right Join (Top 50 SQL Interview Questions) | GeeksforGeeks,15K views,2 years ago,/watch?v=JOAe-yua6Jw,https://i.ytimg.com/vi/JOAe-yua6Jw/hqdefault.jpg
11. Left Join (Top 50 SQL Interview Questions) | GeeksforGeeks,23K views,2 years ago,/watch?v=LCbO2U3jzU0,https://i.ytimg.com/vi/LCbO2U3jzU0/hqdefault.jpg
10. Self Join (Top 50 SQL Interview Quesions)| GeeksforGeeks,44K views,2 years ago,/watch?v=-t6tjGtQ7-8,https://i.ytimg.com/vi/-t6tjGtQ7-8/hqdefault.jpg
Inner Join (Top 50 SQL Interview Questions)| GeeksforGeeks,46K views,2 years ago,/watch?v=zGYLUogRe-M,https://i.ytimg.com/vi/zGYLUogRe-M/hqdefault.jpg
8. union vs uninonall (Top 5 SQL Interview Questions)| GeeksforGeeks,28K views,2 years ago,/watch?v=zBHjXTbnJIE,https://i.ytimg.com/vi/zBHjXTbnJIE/hqdefault.jpg
Uses of final Keyword (Java Programming) | GeeksforGeeks,3.1K views,2 years ago,/watch?v=yz-BIVvLR9w,https://i.ytimg.com/vi/yz-BIVvLR9w/hqdefault.jpg
7. Display nth row in SQL (Top 50 SQL Questions)| GeeksforGeeks,38K views,2 years ago,/watch?v=k7rg4CARxD8,https://i.ytimg.com/vi/k7rg4CARxD8/hqdefault.jpg
Amazon Interview Experience for Internship | On-Campus Placement | GeeksforGeeks,22K views,2 years ago,/watch?v=UvvirLnjNYY,https://i.ytimg.com/vi/UvvirLnjNYY/hqdefault.jpg
Snake and Ladder Problem (Graphs) | GeeksforGeeks,30K views,2 years ago,/watch?v=1pMNYQmtVVg,https://i.ytimg.com/vi/1pMNYQmtVVg/hqdefault.jpg
6. Pattern searching in SQL- 2 (Top 50 SQL Interview Questions) | GeeksforGeeks,30K views,2 years ago,/watch?v=ePctSjODSYU,https://i.ytimg.com/vi/ePctSjODSYU/hqdefault.jpg
5. Pattern matching in SQL (Top 50 SQL Interview Questions)| GeeksforGeeks,35K views,2 years ago,/watch?v=kGEjUBxLDyg,https://i.ytimg.com/vi/kGEjUBxLDyg/hqdefault.jpg
4. Display Duplicate of a Column| GeeksforGeeks,39K views,2 years ago,/watch?v=zajIPJwLb78,https://i.ytimg.com/vi/zajIPJwLb78/hqdefault.jpg
3. Display Alternate Records (Top 50 SQL Interview Questions) | GeeksforGeeks,51K views,2 years ago,/watch?v=ZhcKee2weD4,https://i.ytimg.com/vi/ZhcKee2weD4/hqdefault.jpg
2. Department wise highest Salary (Top 50 SQL Interview Questions) | GeeksforGeeks,59K views,2 years ago,/watch?v=OddSz0T85nc,https://i.ytimg.com/vi/OddSz0T85nc/hqdefault.jpg
Check if a given array contains duplicate elements within k distance from each other | GeeksforGeeks,3.3K views,2 years ago,/watch?v=hzRo7dLtQHs,https://i.ytimg.com/vi/hzRo7dLtQHs/hqdefault.jpg
1. 2nd Highest Salary (Top 50 SQL Interview Questions)| GeeksforGeeks,115K views,2 years ago,/watch?v=-6v7ctxC7yk,https://i.ytimg.com/vi/-6v7ctxC7yk/hqdefault.jpg
Map (Go Programming Language) | GeeksforGeeks,1.1K views,2 years ago,/watch?v=j5KA7K0-gbY,https://i.ytimg.com/vi/j5KA7K0-gbY/hqdefault.jpg
Packages (Basics) | GeeksforGeeks,6K views,2 years ago,/watch?v=fhWCG4G1oHY,https://i.ytimg.com/vi/fhWCG4G1oHY/hqdefault.jpg
Find whether an array is subset of another array | GeeksforGeeks,6.7K views,2 years ago,/watch?v=ydiUGfYnByw,https://i.ytimg.com/vi/ydiUGfYnByw/hqdefault.jpg
Sample Class | DSA LIVE For Working Professionals | GeeksforGeeks,22K views,2 years ago,/watch?v=X9aJBXeMP_4,https://i.ytimg.com/vi/X9aJBXeMP_4/hqdefault.jpg
Interfaces (Java Programming) | GeeksforGeeks,9.1K views,2 years ago,/watch?v=8ZdbOOCqEII,https://i.ytimg.com/vi/8ZdbOOCqEII/hqdefault.jpg
Find Itinerary from a given list of tickets (Tickets Hashing)| GeeksforGeeks,3.3K views,2 years ago,/watch?v=u52i2gAnFvU,https://i.ytimg.com/vi/u52i2gAnFvU/hqdefault.jpg
Minimum Window Substring | GeeksforGeeks,19K views,2 years ago,/watch?v=Xg0rPVTQf98,https://i.ytimg.com/vi/Xg0rPVTQf98/hqdefault.jpg
Slice (Go Programming Language)| GeeksforGeeks,639 views,2 years ago,/watch?v=Lg-j14e22a8,https://i.ytimg.com/vi/Lg-j14e22a8/hqdefault.jpg
Abstract Classes (Java Programming Language) | GeeksforGeeks,8.4K views,2 years ago,/watch?v=DWmpxZ59JW0,https://i.ytimg.com/vi/DWmpxZ59JW0/hqdefault.jpg
Method Overriding (Java Programming Language) | GeeksforGeeks,4.3K views,2 years ago,/watch?v=i6GzimCuFhM,https://i.ytimg.com/vi/i6GzimCuFhM/hqdefault.jpg
Diameter of a Binary Tree (Problem of the Week) | by Shashi Bhushan | GeeksforGeeks,5.7K views,2 years ago,/watch?v=rm2WE0MCJ6k,https://i.ytimg.com/vi/rm2WE0MCJ6k/hqdefault.jpg
Arrays in Go Programming Language | GeeksforGeeks,855 views,2 years ago,/watch?v=xf5D8DogB1w,https://i.ytimg.com/vi/xf5D8DogB1w/hqdefault.jpg
Pointers In Go Programming Language | GeeksforGeeks,2.6K views,2 years ago,/watch?v=58LQJBCKk3s,https://i.ytimg.com/vi/58LQJBCKk3s/hqdefault.jpg
Method Overloading (Java Programming Language)| GeeksforGeeks,4.6K views,2 years ago,/watch?v=MHns-oaIHIs,https://i.ytimg.com/vi/MHns-oaIHIs/hqdefault.jpg
Inheritance in Java (Java Programming)| GeeksforGeeks,4.5K views,2 years ago,/watch?v=kfZkCT9J2Q4,https://i.ytimg.com/vi/kfZkCT9J2Q4/hqdefault.jpg
Sampling and Quantization (Digital Image Processing) | GeeksforGeeks,36K views,2 years ago,/watch?v=JPdMQ9-wJyw,https://i.ytimg.com/vi/JPdMQ9-wJyw/hqdefault.jpg
Submatrix Sum Queries | GeeksforGeeks,11K views,2 years ago,/watch?v=-d8KbQVx-mM,https://i.ytimg.com/vi/-d8KbQVx-mM/hqdefault.jpg
DSA LIVE For Working Professionals | Live Online Classroom Program by GeeksforGeeks,9.5K views,2 years ago,/watch?v=0JnUBSX-KDQ,https://i.ytimg.com/vi/0JnUBSX-KDQ/hqdefault.jpg
Thread Join | GeeksforGeeks,10K views,2 years ago,/watch?v=ruXbPdOST4A,https://i.ytimg.com/vi/ruXbPdOST4A/hqdefault.jpg
Variables (Core Java) | GeeksforGeeks,1.2K views,2 years ago,/watch?v=pqKMBf_DR5w,https://i.ytimg.com/vi/pqKMBf_DR5w/hqdefault.jpg
Main method | Java Programming Language | GeeksforGeeks,2.8K views,2 years ago,/watch?v=6hy_kiXlvnc,https://i.ytimg.com/vi/6hy_kiXlvnc/hqdefault.jpg
Check if a word exists in a grid or not | GeeksforGeeks,12K views,2 years ago,/watch?v=UDQ_FgNbArA,https://i.ytimg.com/vi/UDQ_FgNbArA/hqdefault.jpg
Inter-Thread-Communication (Java)|  GeeksforGeeks,15K views,2 years ago,/watch?v=Ut8YFsi2WR0,https://i.ytimg.com/vi/Ut8YFsi2WR0/hqdefault.jpg
Break Continue | Java Programming | GeeksforGeeks,1.7K views,2 years ago,/watch?v=4uqb7-QpOAc,https://i.ytimg.com/vi/4uqb7-QpOAc/hqdefault.jpg
Switch Case | Java Programming | GeeksforGeeks,3.1K views,2 years ago,/watch?v=Ptlafta8zTI,https://i.ytimg.com/vi/Ptlafta8zTI/hqdefault.jpg
If-Else | Java Programming Language | GeeksforGeeks,2.1K views,2 years ago,/watch?v=LLQVi7kCuTA,https://i.ytimg.com/vi/LLQVi7kCuTA/hqdefault.jpg
Word Break Problem | Dynamic Programming | GeeksforGeeks,45K views,2 years ago,/watch?v=hLQYQ4zj0qg,https://i.ytimg.com/vi/hLQYQ4zj0qg/hqdefault.jpg
For each Loop in Java | GeeksforGeeks,7.4K views,2 years ago,/watch?v=DUVqtwVJ3DI,https://i.ytimg.com/vi/DUVqtwVJ3DI/hqdefault.jpg
Go Programming Language | Part 9 | If and Switch Statement | GeeksforGeeks,517 views,2 years ago,/watch?v=0lHrGAGbldo,https://i.ytimg.com/vi/0lHrGAGbldo/hqdefault.jpg
Go Programming Language | Part 8 | Loops in go programming language | GeeksforGeeks,750 views,2 years ago,/watch?v=eWD1k2zSt9g,https://i.ytimg.com/vi/eWD1k2zSt9g/hqdefault.jpg
Go Programming Language | Part 7 | Multiple Return Values and Go Formatting Tools | GeeksforGeeks,532 views,2 years ago,/watch?v=GPs3zyDr4pY,https://i.ytimg.com/vi/GPs3zyDr4pY/hqdefault.jpg
Object Oriented Design and Design Patterns | GeeksforGeeks,13K views,2 years ago,/watch?v=AopCPq2cZlA,https://i.ytimg.com/vi/AopCPq2cZlA/hqdefault.jpg
Webinar on Competitive Programming | GeeksforGeeks,21K views,Streamed 2 years ago,/watch?v=w81-gJQL-vg,https://i.ytimg.com/vi/w81-gJQL-vg/hqdefault.jpg
Synchronization | GeeksforGeeks,24K views,2 years ago,/watch?v=IIgHG_YHXPE,https://i.ytimg.com/vi/IIgHG_YHXPE/hqdefault.jpg
5. For Loop in Java (Core Java) | GeeksforGeeks,3.4K views,2 years ago,/watch?v=JkSQ8KtOA14,https://i.ytimg.com/vi/JkSQ8KtOA14/hqdefault.jpg
4. Do While Loop in Java | GeeksforGeeks,2.6K views,2 years ago,/watch?v=8AmQkU9AhpU,https://i.ytimg.com/vi/8AmQkU9AhpU/hqdefault.jpg
3. While Loop in Java (Core Java)| GeeksforGeeks,4.9K views,2 years ago,/watch?v=xBJ44A1FCTE,https://i.ytimg.com/vi/xBJ44A1FCTE/hqdefault.jpg
Race Condition (Java) | GeeksforGeeks,15K views,2 years ago,/watch?v=P9OWSLpLfwo,https://i.ytimg.com/vi/P9OWSLpLfwo/hqdefault.jpg
2. Keywords in Java (Core Java) | GeeksforGeeks,6.8K views,2 years ago,/watch?v=yLhVhi4rxsA,https://i.ytimg.com/vi/yLhVhi4rxsA/hqdefault.jpg
